"university","career","inscription_date","name","gender","age","postal_code","email"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2019-11-12","ANN WILLIAMS","F","1989-03-23","7530","JEROME74@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-02-18","MICHAEL MUNOZ","M","1999-08-31","5511","UDAVIS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-04-25","JILLIAN WILLIAMS","F","1985-02-21","3158","QBUSH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-06-12","DALE HUNTER","M","1991-10-23","8180","KENNETHDUNCAN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2020-06-23","AARON PEREZ","M","1933-10-06","4195","SAMUELBISHOP@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-08-22","EVELYN PARKER","F","1989-12-09","3083","ULIU@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2021-12-17","CASSANDRA WILKINSON","F","1954-01-06","4137","MERRITTJOHN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2019-11-02","KATIE DOYLE","F","1995-04-28","4105","NANCY66@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2019-10-25","DAVID PERRY","M","1984-05-06","3241","AMYKRUEGER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2019-10-21","CHRIS COOK","M","1972-10-15","6727","DEBRALEE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-10-17","JESSE TUCKER","M","2020-02-02","5773","JDIAZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-06-13","ANDREW MARTINEZ","M","2017-02-28","3304","DAVIDROTH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-03-22","CHARLES RAY","M","1946-05-17","1816","SALLYBROWN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-08-11","SCOTT CRAWFORD","M","1947-03-05","1804","JKENNEDY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2020-08-07","BRIAN OBRIEN","M","1918-08-23","2919","SABRINA71@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-08-29","WILLIAM FREDERICK","M","1965-11-26","3480","ERICROBERTS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2019-11-08","JAMES PHELPS","M","1913-04-10","6531","JAMIE99@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-10-22","JOSEPH MITCHELL","M","1906-08-30","2126","PATRICIASIMON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-08-02","CHRISTINE BAKER DDS","F","2007-10-03","1754","MAXWELLANGELICA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-10-28","ZACHARY MILLS","M","1927-04-08","4501","OLIVERKAYLA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-10-18","BENJAMIN FORD","M","2020-05-21","5600","PATRICKMORA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-05-28","WESLEY WELLS","M","1995-04-15","1915","BARRETTDANIELLE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2019-10-13","AMANDA PAGE","F","1959-10-10","2752","ELIZABETH06@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-12-07","JOE MILLS","M","2005-08-30","5709","JOSEPH23@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-06-26","KAREN MASSEY","F","1931-07-09","2700","NATALIE57@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-12-06","JAMIE HALE","F","2008-03-07","3427","VALENTINEKRISTEN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-03-04","MORGAN BARKER","F","1943-02-06","8208","SHARON23@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-02-10","BROOKE DAVIS","F","2020-01-08","4168","CARROLLLORI@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-06-17","EDDIE RODRIGUEZ","M","1916-06-03","5607","MGILL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2021-12-26","KRISTA ROSALES","F","2001-11-10","5707","ALLISON48@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-04-28","LAURA DIAZ","F","2002-08-25","7414","ANTHONYRAMOS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-03-03","DANIEL GIBSON","M","1919-07-28","2111","MILLERWAYNE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-08-08","BRANDON MORA","M","1987-12-28","1927","CHRISTIANMARY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-05-20","CHRISTIAN ROBINSON","M","1926-08-25","3199","BOWENS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2021-12-07","JUAN ATKINSON","M","1921-07-22","2144","ANGELA87@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-08-31","JOSE WHEELER","M","1972-11-18","2246","ATAYLOR@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2021-11-15","ABIGAIL MILLS","F","1954-09-21","4542","MARTINEMILY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2019-12-01","RONALD WEBB","M","1957-07-29","9227","MORALESJEREMY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2019-10-20","ROBIN SPENCER","F","1997-02-14","2342","MCGUIREAUDREY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-06-05","DONNA COOPER","F","1914-05-28","6279","YGARDNER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2020-07-03","KARI DELGADO","F","1910-07-24","1909","XPARKER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-11-25","SUSAN DANIELS","F","1937-06-12","2722","GRIFFINANN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-11-18","KARLA STEWART","F","1925-05-17","4117","RUTH09@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2021-10-02","LISA BROWN","F","1977-07-10","8401","DENISE81@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-09-12","TIFFANY JOHNSON","F","2005-08-03","3112","RUSSELLKEVIN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-12-21","AMY SCOTT","F","2011-06-17","5447","RODRIGUEZJENNIFER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2019-12-26","ALFRED LLOYD","M","1986-06-25","7260","LALLEN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-11-03","MARY OBRIEN","F","1984-03-18","3280","SRICHMOND@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-08-24","ERIN WONG","F","2014-11-23","2728","SARASANDERS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-10-10","JENNIFER JOHNSON","F","1917-05-12","7519","LISAMARTINEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-04-28","JOHN NELSON","M","1963-04-06","9103","ANNA15@YAHOO.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2019-10-11","BEVERLY HAWKINS","F","1948-03-05","7408","SEANMOODY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-02-10","MELANIE CHOI","F","2005-12-05","3200","QWRIGHT@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-10-16","CHERYL ROSALES","F","1947-12-31","6471","NORMANKYLE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-01-06","NICOLE PARKS","F","1968-04-05","1915","BOYERMARTHA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2019-12-25","DONALD OWEN","M","1988-02-02","2729","SNOWJOSEPH@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-02-20","RITA MCCOY","F","1952-01-04","5531","COLLINSDENISE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-10-09","BETH SMITH","F","2013-08-05","1741","LCOPELAND@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-03-08","KAYLA FOLEY","F","2018-08-08","6612","MARGARET37@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2020-06-17","JULIE WILLIAMS MD","F","1963-05-09","5715","TORRESNICHOLAS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2020-04-02","TYLER COX","M","1924-09-06","7633","ICRUZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-02-09","LAURA COLLINS","F","2009-05-05","7630","KRISTY07@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2020-04-12","LISA WARD","F","1943-12-30","2324","LLOYDTRACEY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-09-17","JASON TORRES DDS","M","1942-12-12","4741","COLEJUSTIN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-01-04","CONNIE CURTIS","F","1947-08-25","1650","MELISSAMCMILLAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2021-04-28","ERNEST GRANT","M","1969-06-14","7408","JENNIFERHOWARD@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-07-07","MIGUEL LIN","M","1916-09-01","3214","JASON08@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-02-25","DANIELLE MCNEIL","F","1981-06-02","3285","TARA31@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-05-28","DR. JOHN TURNER","M","1995-06-12","3486","FIELDSPAULA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-08-05","ADAM WILLIAMS","M","1938-01-15","5274","DANIEL68@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-09-30","DEBRA FRANCO","F","2005-08-08","4518","JONESMARY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-02-09","JUSTIN PACHECO","M","1952-07-02","1638","KAREN92@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2020-12-17","DEBBIE HAHN","F","1928-12-25","2512","MELISSA14@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2021-02-25","NICOLE BENDER DDS","F","1907-03-15","3553","STANTONCOLIN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-06-02","JEREMY THOMPSON","M","1974-03-12","3267","WISEGREGORY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-06-06","ERIK GARDNER","M","1916-06-05","3420","SABRINAFERNANDEZ@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-05-12","BRYAN WISE","M","2016-08-11","3244","DANNY68@YAHOO.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-11-26","JIMMY CLARK","M","1941-04-13","5623","ZSIMON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-01-15","JOSHUA RODRIGUEZ","M","1944-11-28","5531","HEATHDAVID@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-03-15","RALPH JONES","M","1958-11-30","3014","JENKINSCHRISTINA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-09-26","KATRINA BROWN","F","1981-07-29","2812","JIMTANNER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-10-25","BRANDON COOPER","M","2016-04-07","3734","SHERRI02@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2021-02-21","JEREMY MOORE","M","1955-09-30","2919","ANDREW62@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-07-26","LAURIE REED","F","1984-02-28","4149","MATTHEWTAYLOR@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2021-08-30","AMY HAWKINS","F","1993-07-18","4145","NGUYENPAMELA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-05-27","SHEILA JOHNSON","F","1969-04-18","6608","BRANDONJOHNSTON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2019-12-28","TODD FLORES","M","1993-04-11","5274","MICHAEL38@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-11-06","CINDY WILKINSON","F","2007-08-24","2946","JHORTON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-02-08","JILL MOORE","F","1999-01-19","3177","OMARTIN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-10-20","MATTHEW SOSA","M","1909-04-06","6031","TMARTINEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-05-04","ERIC THOMAS","M","1961-08-02","7009","SUMMERSJESSICA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2021-06-27","ZACHARY ANDREWS","M","1935-11-25","3476","CKERR@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-04-01","MARK SMITH","M","2004-02-15","2527","JASON78@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-12-13","APRIL WALTON","F","2017-08-09","3011","FULLERKRISTIN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2021-10-21","PATRICK IRWIN","M","1913-04-30","1778","PATELHANNAH@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2020-11-07","SHANNON CAMPBELL","F","2017-02-24","8203","ANDERSONTIFFANY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-04-08","KENNETH GRAHAM","M","1934-08-03","3216","DEBRA47@GMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2021-04-04","CHRISTOPHER DEAN","M","1951-10-04","9053","XMEYER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-06-02","ELIZABETH FREEMAN","F","1987-12-22","5722","DONALD89@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-06-05","VICTORIA CRAWFORD","F","1916-11-28","3070","ROBERTDAY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-09-23","JOHN POWELL","M","1968-03-04","1633","JOSHUA48@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-10-29","MELISSA GOMEZ","F","1964-10-13","5383","XHANSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-09-12","KAREN NELSON","F","2007-04-25","3036","STEPHEN10@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-10-31","LAURA WALLACE","F","2003-08-19","4109","ANITAMCDONALD@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-10-27","ANDREW GORDON","M","2002-01-16","8311","BRIAN06@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-01-17","GABRIELA SMITH","F","1981-02-10","6648","APRIL65@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-08-18","MICHAEL WEBER","M","1971-08-22","4147","TABITHAMOLINA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2019-10-25","STEPHANIE DENNIS","F","1914-08-09","3125","KIMBERLY97@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-12-12","CHRISTOPHER JONES","M","1995-10-30","2401","STEVEN93@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-07-05","JULIE HERRERA","F","1986-08-27","9200","WWASHINGTON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2021-08-21","DEANNA COLON","F","1906-02-24","3450","WILLIAMSJESUS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2021-05-07","KEVIN MOORE","M","1940-08-15","3557","MICHELLEPEREZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-04-27","PETER PEARSON","M","1953-06-24","2451","PBLEVINS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-08-06","ERIC REID","M","1926-07-29","6307","TIFFANY02@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-03-09","JANICE SANDERS","F","2009-12-14","7165","QBARKER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-03-13","TAMMY MARTIN","F","1927-04-26","3200","RANGELADAM@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2020-08-28","SAMANTHA NORRIS","F","1922-04-26","6311","IMACDONALD@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2021-05-16","JASON HUNT","M","1990-12-31","2208","UTHOMPSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-09-01","CURTIS MCCORMICK","M","1953-11-25","1665","MOOREAMY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-01-01","BRITTANY MATTHEWS","F","1922-06-07","1879","NICHOLEWHEELER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-05-09","NICOLE HENDERSON","F","1965-07-31","3285","SBLAIR@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-07-06","KAREN PAYNE","F","1918-07-22","7412","XWAGNER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-01-09","SUSAN CORTEZ","F","2015-02-11","7501","TRAVIS48@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-03-20","ROBERT LEE","M","1968-02-02","4632","PCARLSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2021-11-25","ALEXA WATSON","F","1956-01-16","1752","HEDWARDS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2021-04-30","JESSICA SMITH","F","1969-11-27","3117","TYOUNG@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-12-03","BRENDA MEZA","F","1948-01-04","4144","WATTSERIC@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2019-12-31","TAYLOR JOHNSON","F","1922-12-26","3358","PKING@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2020-04-11","JOHN JONES","M","2019-11-17","9035","BROWNBRIAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2019-10-19","HEIDI NELSON","F","1969-09-12","2107","GARYMILLS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2019-11-01","VALERIE RODRIGUEZ","F","1940-01-25","6307","ALVARADOKARA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2019-11-17","TONY MATHEWS DVM","M","1947-08-10","9031","ECOHEN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-03-08","DAVID DAVIS","M","1928-05-29","6387","KIM82@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2020-04-18","DEBORAH MARSHALL","F","1971-04-01","5423","VBAILEY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-12-17","JESSICA BENTLEY","F","2016-01-22","3357","TIMOTHY92@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-12-27","CAROLYN REID","F","2017-11-25","9001","NGUYENERIK@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2020-08-15","JAMES WILSON","M","2000-02-10","3254","JEANNEMORGAN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2021-08-28","JULIE JENNINGS","F","1987-01-04","2631","QPAGE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-02-25","BRIANNA GRAY","F","1934-09-23","1649","IBAIRD@GMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-04-22","SAMUEL MORGAN","M","1916-02-19","6352","KNIGHTLAWRENCE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-06-06","LAUREN SMITH","F","1964-03-24","4172","REGINAWU@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-01-26","JOSHUA RAMSEY","M","1928-12-09","4751","KEVINCARLSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2021-03-31","HEIDI CHRISTENSEN","F","1914-02-19","2720","CASSIE82@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2019-11-16","LAWRENCE LONG","M","1914-08-26","1931","JENNA02@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-08-08","MARY PERKINS","F","1912-11-20","2533","RAYMONDLOPEZ@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-04-20","DR. JOSEPH COLLIER","M","1962-02-02","3118","JOHNSONMARIA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2019-12-02","KARA BASS","F","1950-09-16","4655","RICHCATHERINE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2020-09-17","JAMES LOPEZ","M","1942-08-29","7249","BAILEYMAX@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-08-24","CHRISTOPHER LOPEZ","M","1982-06-29","7172","STONEJERRY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2019-11-05","DANNY GREEN","M","2019-04-30","6407","ALEXANDER44@YAHOO.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2021-05-20","MATTHEW KNIGHT","M","1985-11-12","9020","ECOOPER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-09-19","DR. VICKI BLEVINS","F","1977-08-08","5545","GEVANS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-02-21","KEVIN COOK","M","1935-02-08","1676","KHILL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-08-22","KATHERINE MARTINEZ","F","1934-10-04","3246","WANGMICHAEL@GMAIL.COM"
